pi,trace(a),trace(g)
"tensor(10576.8662, device='cuda:0')","tensor(203365.9062, device='cuda:0')","tensor(0.0006, device='cuda:0')"
"tensor(691.5915, device='cuda:0')","tensor(16277.7246, device='cuda:0')","tensor(0.0113, device='cuda:0')"
"tensor(10960.8525, device='cuda:0')","tensor(200875.4062, device='cuda:0')","tensor(0.0006, device='cuda:0')"
"tensor(504.2342, device='cuda:0')","tensor(8541.8213, device='cuda:0')","tensor(0.0111, device='cuda:0')"
"tensor(8650.0605, device='cuda:0')","tensor(193801.1719, device='cuda:0')","tensor(0.0043, device='cuda:0')"
"tensor(942.0261, device='cuda:0')","tensor(71319.0938, device='cuda:0')","tensor(0.0268, device='cuda:0')"
"tensor(11391.0361, device='cuda:0')","tensor(705336.5000, device='cuda:0')","tensor(0.0268, device='cuda:0')"
"tensor(13.9007, device='cuda:0')","tensor(1055.8826, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(35705.6719, device='cuda:0')","tensor(6192569., device='cuda:0')","tensor(0.0155, device='cuda:0')"
"tensor(39788.6914, device='cuda:0')","tensor(8462508., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(8321.3047, device='cuda:0')","tensor(3098332.2500, device='cuda:0')","tensor(0.0148, device='cuda:0')"
"tensor(30362.6211, device='cuda:0')","tensor(3772437., device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(4546.1777, device='cuda:0')","tensor(902552.6250, device='cuda:0')","tensor(0.0145, device='cuda:0')"
"tensor(24623.6016, device='cuda:0')","tensor(2460444.5000, device='cuda:0')","tensor(0.0013, device='cuda:0')"
"tensor(5173.5649, device='cuda:0')","tensor(1139068.8750, device='cuda:0')","tensor(0.0141, device='cuda:0')"
"tensor(15153.4736, device='cuda:0')","tensor(1013695.3125, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(3057.8237, device='cuda:0')","tensor(387029.4375, device='cuda:0')","tensor(0.0137, device='cuda:0')"
"tensor(9539.5225, device='cuda:0')","tensor(564130.7500, device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(2131.1096, device='cuda:0')","tensor(176806.4062, device='cuda:0')","tensor(0.0129, device='cuda:0')"
"tensor(8692.7607, device='cuda:0')","tensor(443273.2188, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1515.1838, device='cuda:0')","tensor(84931.0312, device='cuda:0')","tensor(0.0123, device='cuda:0')"
"tensor(10725.2334, device='cuda:0')","tensor(222852.5312, device='cuda:0')","tensor(0.0006, device='cuda:0')"
"tensor(688.3351, device='cuda:0')","tensor(16859.3867, device='cuda:0')","tensor(0.0118, device='cuda:0')"
"tensor(10386.2607, device='cuda:0')","tensor(214455.2812, device='cuda:0')","tensor(0.0007, device='cuda:0')"
"tensor(645.9312, device='cuda:0')","tensor(14541.3848, device='cuda:0')","tensor(0.0116, device='cuda:0')"
"tensor(11071.8086, device='cuda:0')","tensor(208329.0312, device='cuda:0')","tensor(0.0006, device='cuda:0')"
"tensor(697.8402, device='cuda:0')","tensor(16687.8828, device='cuda:0')","tensor(0.0114, device='cuda:0')"
"tensor(10971.7412, device='cuda:0')","tensor(206380.3750, device='cuda:0')","tensor(0.0006, device='cuda:0')"
"tensor(511.8252, device='cuda:0')","tensor(8851.9775, device='cuda:0')","tensor(0.0112, device='cuda:0')"
"tensor(9135.4121, device='cuda:0')","tensor(199171.8125, device='cuda:0')","tensor(0.0040, device='cuda:0')"
"tensor(958.0056, device='cuda:0')","tensor(73744.6953, device='cuda:0')","tensor(0.0268, device='cuda:0')"
"tensor(11437.3682, device='cuda:0')","tensor(710946.3750, device='cuda:0')","tensor(0.0268, device='cuda:0')"
"tensor(13.7912, device='cuda:0')","tensor(1039.3026, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(36601.4844, device='cuda:0')","tensor(6262969., device='cuda:0')","tensor(0.0150, device='cuda:0')"
"tensor(40837.7539, device='cuda:0')","tensor(8527406., device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(8518.5908, device='cuda:0')","tensor(3122355.5000, device='cuda:0')","tensor(0.0143, device='cuda:0')"
"tensor(30856.1953, device='cuda:0')","tensor(3811782.5000, device='cuda:0')","tensor(0.0013, device='cuda:0')"
"tensor(4656.7852, device='cuda:0')","tensor(910718., device='cuda:0')","tensor(0.0139, device='cuda:0')"
"tensor(25232.7148, device='cuda:0')","tensor(2488375.7500, device='cuda:0')","tensor(0.0013, device='cuda:0')"
"tensor(5299.2764, device='cuda:0')","tensor(1149009.5000, device='cuda:0')","tensor(0.0136, device='cuda:0')"
"tensor(15571.1621, device='cuda:0')","tensor(1025549.5625, device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(3140., device='cuda:0')","tensor(392551.3125, device='cuda:0')","tensor(0.0132, device='cuda:0')"
"tensor(9773.0020, device='cuda:0')","tensor(571882.2500, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(2181.7344, device='cuda:0')","tensor(178946.9375, device='cuda:0')","tensor(0.0125, device='cuda:0')"
"tensor(9172.3799, device='cuda:0')","tensor(451074.9375, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1546.7113, device='cuda:0')","tensor(85807.2109, device='cuda:0')","tensor(0.0119, device='cuda:0')"
"tensor(11114.3545, device='cuda:0')","tensor(226272.9375, device='cuda:0')","tensor(0.0006, device='cuda:0')"
"tensor(702.2563, device='cuda:0')","tensor(17079.5703, device='cuda:0')","tensor(0.0115, device='cuda:0')"
"tensor(10514.2607, device='cuda:0')","tensor(217938.2344, device='cuda:0')","tensor(0.0007, device='cuda:0')"
"tensor(663.1628, device='cuda:0')","tensor(14944.9297, device='cuda:0')","tensor(0.0113, device='cuda:0')"
"tensor(11307.7480, device='cuda:0')","tensor(211664.9844, device='cuda:0')","tensor(0.0005, device='cuda:0')"
"tensor(713.2217, device='cuda:0')","tensor(17029.2969, device='cuda:0')","tensor(0.0111, device='cuda:0')"
"tensor(11763.3691, device='cuda:0')","tensor(209720.8281, device='cuda:0')","tensor(0.0005, device='cuda:0')"
"tensor(524.1196, device='cuda:0')","tensor(9075.8389, device='cuda:0')","tensor(0.0110, device='cuda:0')"
"tensor(9302.5830, device='cuda:0')","tensor(202358.0312, device='cuda:0')","tensor(0.0039, device='cuda:0')"
"tensor(968.5724, device='cuda:0')","tensor(75373.9922, device='cuda:0')","tensor(0.0268, device='cuda:0')"
"tensor(11481.2803, device='cuda:0')","tensor(716354.5000, device='cuda:0')","tensor(0.0268, device='cuda:0')"
"tensor(12.6862, device='cuda:0')","tensor(879.4338, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(35339.3281, device='cuda:0')","tensor(6307544.5000, device='cuda:0')","tensor(0.0162, device='cuda:0')"
"tensor(39375.8984, device='cuda:0')","tensor(8556260., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(8224.2666, device='cuda:0')","tensor(3135024.5000, device='cuda:0')","tensor(0.0154, device='cuda:0')"
"tensor(29176.1055, device='cuda:0')","tensor(3823478.5000, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(4489.3682, device='cuda:0')","tensor(910039.6875, device='cuda:0')","tensor(0.0150, device='cuda:0')"
"tensor(25047.0547, device='cuda:0')","tensor(2498208.5000, device='cuda:0')","tensor(0.0013, device='cuda:0')"
"tensor(5113.1167, device='cuda:0')","tensor(1147800., device='cuda:0')","tensor(0.0146, device='cuda:0')"
"tensor(15249.9199, device='cuda:0')","tensor(1031224.0625, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(3040.0139, device='cuda:0')","tensor(395806.6250, device='cuda:0')","tensor(0.0142, device='cuda:0')"
"tensor(9836.9482, device='cuda:0')","tensor(575993.9375, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(2115.4517, device='cuda:0')","tensor(178932.1250, device='cuda:0')","tensor(0.0133, device='cuda:0')"
"tensor(8550.2188, device='cuda:0')","tensor(451508.3438, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1512.7810, device='cuda:0')","tensor(85390.2812, device='cuda:0')","tensor(0.0124, device='cuda:0')"
"tensor(10209.5508, device='cuda:0')","tensor(225257.8438, device='cuda:0')","tensor(0.0007, device='cuda:0')"
"tensor(695.2123, device='cuda:0')","tensor(17239.4746, device='cuda:0')","tensor(0.0118, device='cuda:0')"
"tensor(10517.7227, device='cuda:0')","tensor(216655.6875, device='cuda:0')","tensor(0.0006, device='cuda:0')"
"tensor(654.2858, device='cuda:0')","tensor(14871.8223, device='cuda:0')","tensor(0.0115, device='cuda:0')"
"tensor(9892.1924, device='cuda:0')","tensor(209877.7500, device='cuda:0')","tensor(0.0007, device='cuda:0')"
"tensor(709.4164, device='cuda:0')","tensor(17093.7910, device='cuda:0')","tensor(0.0113, device='cuda:0')"
"tensor(10322.3281, device='cuda:0')","tensor(206923.5469, device='cuda:0')","tensor(0.0006, device='cuda:0')"
"tensor(519.2215, device='cuda:0')","tensor(9008.9756, device='cuda:0')","tensor(0.0111, device='cuda:0')"
"tensor(8893.5010, device='cuda:0')","tensor(199567.5625, device='cuda:0')","tensor(0.0042, device='cuda:0')"
"tensor(956.8738, device='cuda:0')","tensor(73644.5625, device='cuda:0')","tensor(0.0268, device='cuda:0')"
"tensor(11469.1885, device='cuda:0')","tensor(715627.0625, device='cuda:0')","tensor(0.0268, device='cuda:0')"
"tensor(15.8093, device='cuda:0')","tensor(1365.7385, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(36551.4844, device='cuda:0')","tensor(6329765., device='cuda:0')","tensor(0.0152, device='cuda:0')"
"tensor(40873.6016, device='cuda:0')","tensor(8551570., device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(8457.9824, device='cuda:0')","tensor(3124314.7500, device='cuda:0')","tensor(0.0145, device='cuda:0')"
"tensor(30724.2637, device='cuda:0')","tensor(3839810.5000, device='cuda:0')","tensor(0.0013, device='cuda:0')"
"tensor(4621.8975, device='cuda:0')","tensor(910844.1875, device='cuda:0')","tensor(0.0141, device='cuda:0')"
"tensor(25473.5078, device='cuda:0')","tensor(2513731., device='cuda:0')","tensor(0.0013, device='cuda:0')"
"tensor(5267.6611, device='cuda:0')","tensor(1153869., device='cuda:0')","tensor(0.0138, device='cuda:0')"
"tensor(15363.8604, device='cuda:0')","tensor(1041719.6875, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(3146.1562, device='cuda:0')","tensor(399960.2500, device='cuda:0')","tensor(0.0134, device='cuda:0')"
"tensor(10251.4463, device='cuda:0')","tensor(585841.2500, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(2203.3691, device='cuda:0')","tensor(184608.5625, device='cuda:0')","tensor(0.0126, device='cuda:0')"
"tensor(9222.1875, device='cuda:0')","tensor(457446.5000, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1556.7830, device='cuda:0')","tensor(87346.8203, device='cuda:0')","tensor(0.0120, device='cuda:0')"
"tensor(11491.8184, device='cuda:0')","tensor(229583.6562, device='cuda:0')","tensor(0.0006, device='cuda:0')"
"tensor(706.8928, device='cuda:0')","tensor(17439.7305, device='cuda:0')","tensor(0.0116, device='cuda:0')"
"tensor(10354.2939, device='cuda:0')","tensor(221121.1250, device='cuda:0')","tensor(0.0007, device='cuda:0')"
"tensor(666.1304, device='cuda:0')","tensor(15119.2246, device='cuda:0')","tensor(0.0113, device='cuda:0')"
"tensor(10592.4697, device='cuda:0')","tensor(214688.1406, device='cuda:0')","tensor(0.0006, device='cuda:0')"
"tensor(722.6519, device='cuda:0')","tensor(17513.5664, device='cuda:0')","tensor(0.0111, device='cuda:0')"
"tensor(11284.1348, device='cuda:0')","tensor(212428.2812, device='cuda:0')","tensor(0.0006, device='cuda:0')"
"tensor(525.0788, device='cuda:0')","tensor(9149.0781, device='cuda:0')","tensor(0.0110, device='cuda:0')"
"tensor(9321.7393, device='cuda:0')","tensor(204961.2812, device='cuda:0')","tensor(0.0039, device='cuda:0')"
"tensor(977.2363, device='cuda:0')","tensor(76898.6250, device='cuda:0')","tensor(0.0268, device='cuda:0')"
"tensor(11517.2432, device='cuda:0')","tensor(722447.6875, device='cuda:0')","tensor(0.0268, device='cuda:0')"
"tensor(16.6168, device='cuda:0')","tensor(1508.8135, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(37283.6211, device='cuda:0')","tensor(6392043.5000, device='cuda:0')","tensor(0.0147, device='cuda:0')"
"tensor(41230.0508, device='cuda:0')","tensor(8614780., device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(8621.5557, device='cuda:0')","tensor(3153399.5000, device='cuda:0')","tensor(0.0141, device='cuda:0')"
"tensor(29844.8555, device='cuda:0')","tensor(3866485.2500, device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(4716.3726, device='cuda:0')","tensor(917183.2500, device='cuda:0')","tensor(0.0137, device='cuda:0')"
"tensor(25801.4258, device='cuda:0')","tensor(2531909.2500, device='cuda:0')","tensor(0.0013, device='cuda:0')"
"tensor(5356.4048, device='cuda:0')","tensor(1157248., device='cuda:0')","tensor(0.0134, device='cuda:0')"
"tensor(15227.1934, device='cuda:0')","tensor(1045977.5000, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(3195.7427, device='cuda:0')","tensor(401656.9375, device='cuda:0')","tensor(0.0130, device='cuda:0')"
"tensor(10152.8887, device='cuda:0')","tensor(583641.7500, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(2204.9624, device='cuda:0')","tensor(181187.1250, device='cuda:0')","tensor(0.0124, device='cuda:0')"
"tensor(9180.5439, device='cuda:0')","tensor(461639.8125, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1571.0997, device='cuda:0')","tensor(87587.8125, device='cuda:0')","tensor(0.0118, device='cuda:0')"
"tensor(11192.1230, device='cuda:0')","tensor(230009.2500, device='cuda:0')","tensor(0.0006, device='cuda:0')"
"tensor(709.3019, device='cuda:0')","tensor(17339.9629, device='cuda:0')","tensor(0.0114, device='cuda:0')"
"tensor(9989.4922, device='cuda:0')","tensor(221451.4375, device='cuda:0')","tensor(0.0007, device='cuda:0')"
"tensor(669.2310, device='cuda:0')","tensor(15136.8555, device='cuda:0')","tensor(0.0112, device='cuda:0')"
"tensor(11021.5615, device='cuda:0')","tensor(214866.9688, device='cuda:0')","tensor(0.0006, device='cuda:0')"
"tensor(721.2607, device='cuda:0')","tensor(17489.0039, device='cuda:0')","tensor(0.0111, device='cuda:0')"
"tensor(11282.3994, device='cuda:0')","tensor(212207.2812, device='cuda:0')","tensor(0.0006, device='cuda:0')"
"tensor(525.9373, device='cuda:0')","tensor(9210.1992, device='cuda:0')","tensor(0.0110, device='cuda:0')"
"tensor(9035.6357, device='cuda:0')","tensor(204803.0781, device='cuda:0')","tensor(0.0042, device='cuda:0')"
"tensor(970.1512, device='cuda:0')","tensor(75812.3750, device='cuda:0')","tensor(0.0268, device='cuda:0')"
"tensor(11521.6416, device='cuda:0')","tensor(723235.8750, device='cuda:0')","tensor(0.0268, device='cuda:0')"
"tensor(18.8888, device='cuda:0')","tensor(1949.6106, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(37364.4062, device='cuda:0')","tensor(6331383., device='cuda:0')","tensor(0.0145, device='cuda:0')"
"tensor(41629.3594, device='cuda:0')","tensor(8582758., device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(8657.1689, device='cuda:0')","tensor(3136861.5000, device='cuda:0')","tensor(0.0139, device='cuda:0')"
"tensor(31334.1426, device='cuda:0')","tensor(3849084., device='cuda:0')","tensor(0.0013, device='cuda:0')"
"tensor(4730.3906, device='cuda:0')","tensor(914828.8750, device='cuda:0')","tensor(0.0136, device='cuda:0')"
"tensor(25756.4277, device='cuda:0')","tensor(2520166., device='cuda:0')","tensor(0.0013, device='cuda:0')"
"tensor(5386.2637, device='cuda:0')","tensor(1158895.7500, device='cuda:0')","tensor(0.0132, device='cuda:0')"
"tensor(15567.3564, device='cuda:0')","tensor(1045308., device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(3213.7605, device='cuda:0')","tensor(401567.6250, device='cuda:0')","tensor(0.0129, device='cuda:0')"
"tensor(10279.7979, device='cuda:0')","tensor(582898.6250, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(2244.5537, device='cuda:0')","tensor(184974.5156, device='cuda:0')","tensor(0.0122, device='cuda:0')"
"tensor(9293.2559, device='cuda:0')","tensor(458295.6250, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1587.1687, device='cuda:0')","tensor(88203.5781, device='cuda:0')","tensor(0.0116, device='cuda:0')"
"tensor(11643.8613, device='cuda:0')","tensor(230196.0938, device='cuda:0')","tensor(0.0006, device='cuda:0')"
"tensor(716.8006, device='cuda:0')","tensor(17487.5156, device='cuda:0')","tensor(0.0113, device='cuda:0')"
"tensor(10214.5889, device='cuda:0')","tensor(221633.1406, device='cuda:0')","tensor(0.0007, device='cuda:0')"
"tensor(674.5889, device='cuda:0')","tensor(15198.4912, device='cuda:0')","tensor(0.0111, device='cuda:0')"
"tensor(10963.8721, device='cuda:0')","tensor(215401.1094, device='cuda:0')","tensor(0.0006, device='cuda:0')"
"tensor(724.2237, device='cuda:0')","tensor(17392.7461, device='cuda:0')","tensor(0.0110, device='cuda:0')"
"tensor(11228.1211, device='cuda:0')","tensor(213498.8438, device='cuda:0')","tensor(0.0006, device='cuda:0')"
"tensor(526.7433, device='cuda:0')","tensor(9126.1699, device='cuda:0')","tensor(0.0109, device='cuda:0')"
"tensor(9377.4746, device='cuda:0')","tensor(206066.8438, device='cuda:0')","tensor(0.0039, device='cuda:0')"
"tensor(980.3338, device='cuda:0')","tensor(77411.8906, device='cuda:0')","tensor(0.0268, device='cuda:0')"
"tensor(11541.2363, device='cuda:0')","tensor(725695.3750, device='cuda:0')","tensor(0.0268, device='cuda:0')"
"tensor(16.8848, device='cuda:0')","tensor(1557.8701, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(37763.1602, device='cuda:0')","tensor(6382113., device='cuda:0')","tensor(0.0143, device='cuda:0')"
"tensor(41917.3086, device='cuda:0')","tensor(8621205., device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(8741.8584, device='cuda:0')","tensor(3153590.5000, device='cuda:0')","tensor(0.0137, device='cuda:0')"
"tensor(30534.1895, device='cuda:0')","tensor(3868348.7500, device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(4778.8418, device='cuda:0')","tensor(916799.1250, device='cuda:0')","tensor(0.0133, device='cuda:0')"
"tensor(26313.1074, device='cuda:0')","tensor(2536233.2500, device='cuda:0')","tensor(0.0012, device='cuda:0')"
"tensor(5437.7236, device='cuda:0')","tensor(1161524.2500, device='cuda:0')","tensor(0.0130, device='cuda:0')"
"tensor(15719.5801, device='cuda:0')","tensor(1052558.3750, device='cuda:0')","tensor(0.0014, device='cuda:0')"
