pi,trace(a),trace(g)
"tensor(8682.2949, device='cuda:0')","tensor(209016.7500, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(692.8257, device='cuda:0')","tensor(17219.5098, device='cuda:0')","tensor(0.0119, device='cuda:0')"
"tensor(8941.8984, device='cuda:0')","tensor(205920.2500, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(503.1625, device='cuda:0')","tensor(8906.7422, device='cuda:0')","tensor(0.0117, device='cuda:0')"
"tensor(8521.5117, device='cuda:0')","tensor(198491.8438, device='cuda:0')","tensor(0.0045, device='cuda:0')"
"tensor(958.8177, device='cuda:0')","tensor(74394.7656, device='cuda:0')","tensor(0.0269, device='cuda:0')"
"tensor(11226.0635, device='cuda:0')","tensor(689787.3750, device='cuda:0')","tensor(0.0269, device='cuda:0')"
"tensor(20.5038, device='cuda:0')","tensor(2297.2446, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(35382.6953, device='cuda:0')","tensor(6329765., device='cuda:0')","tensor(0.0162, device='cuda:0')"
"tensor(39188.2070, device='cuda:0')","tensor(8549942., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(8176.6245, device='cuda:0')","tensor(3124891., device='cuda:0')","tensor(0.0155, device='cuda:0')"
"tensor(29440.2754, device='cuda:0')","tensor(3835304., device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(4459.3945, device='cuda:0')","tensor(906779.8750, device='cuda:0')","tensor(0.0151, device='cuda:0')"
"tensor(23922.2441, device='cuda:0')","tensor(2508059.5000, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(5104.4478, device='cuda:0')","tensor(1157270.2500, device='cuda:0')","tensor(0.0147, device='cuda:0')"
"tensor(14364.4775, device='cuda:0')","tensor(1034623.2500, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(3031.4990, device='cuda:0')","tensor(396637.5625, device='cuda:0')","tensor(0.0143, device='cuda:0')"
"tensor(9834.1045, device='cuda:0')","tensor(585055.6250, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(2118.2490, device='cuda:0')","tensor(180782.1719, device='cuda:0')","tensor(0.0134, device='cuda:0')"
"tensor(8955.8604, device='cuda:0')","tensor(457317.5625, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1517.4292, device='cuda:0')","tensor(87419.7812, device='cuda:0')","tensor(0.0126, device='cuda:0')"
"tensor(10275.4834, device='cuda:0')","tensor(229228.2500, device='cuda:0')","tensor(0.0007, device='cuda:0')"
"tensor(687.4955, device='cuda:0')","tensor(17345.8359, device='cuda:0')","tensor(0.0122, device='cuda:0')"
"tensor(9454.6855, device='cuda:0')","tensor(221224.8594, device='cuda:0')","tensor(0.0008, device='cuda:0')"
"tensor(653.2469, device='cuda:0')","tensor(15249.9287, device='cuda:0')","tensor(0.0119, device='cuda:0')"
"tensor(9129.6309, device='cuda:0')","tensor(215203.2500, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(713.7689, device='cuda:0')","tensor(17856.5938, device='cuda:0')","tensor(0.0116, device='cuda:0')"
"tensor(9390.0264, device='cuda:0')","tensor(212854.5625, device='cuda:0')","tensor(0.0008, device='cuda:0')"
"tensor(515.2723, device='cuda:0')","tensor(9174.6484, device='cuda:0')","tensor(0.0115, device='cuda:0')"
"tensor(8708.5518, device='cuda:0')","tensor(205347.7969, device='cuda:0')","tensor(0.0045, device='cuda:0')"
"tensor(983.7230, device='cuda:0')","tensor(78429.7500, device='cuda:0')","tensor(0.0270, device='cuda:0')"
"tensor(11289.9404, device='cuda:0')","tensor(698728.6250, device='cuda:0')","tensor(0.0270, device='cuda:0')"
"tensor(24.5666, device='cuda:0')","tensor(3297.8450, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(35859.0664, device='cuda:0')","tensor(6392043.5000, device='cuda:0')","tensor(0.0159, device='cuda:0')"
"tensor(39279.8867, device='cuda:0')","tensor(8612968., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(8287.4668, device='cuda:0')","tensor(3153867.5000, device='cuda:0')","tensor(0.0152, device='cuda:0')"
"tensor(28443.9297, device='cuda:0')","tensor(3861500.5000, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(4525.7554, device='cuda:0')","tensor(912983.2500, device='cuda:0')","tensor(0.0148, device='cuda:0')"
"tensor(24448.0020, device='cuda:0')","tensor(2525769.5000, device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(5160.4634, device='cuda:0')","tensor(1160680.5000, device='cuda:0')","tensor(0.0145, device='cuda:0')"
"tensor(13788.9268, device='cuda:0')","tensor(1037630.5000, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(3057.3301, device='cuda:0')","tensor(397379.7500, device='cuda:0')","tensor(0.0141, device='cuda:0')"
"tensor(9627.6582, device='cuda:0')","tensor(581410.1250, device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(2107.4841, device='cuda:0')","tensor(176861.5000, device='cuda:0')","tensor(0.0132, device='cuda:0')"
"tensor(8722.0117, device='cuda:0')","tensor(460793.6875, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1523.0101, device='cuda:0')","tensor(87473.3438, device='cuda:0')","tensor(0.0125, device='cuda:0')"
"tensor(10219.6562, device='cuda:0')","tensor(229082.4688, device='cuda:0')","tensor(0.0007, device='cuda:0')"
"tensor(685.6989, device='cuda:0')","tensor(17151.3633, device='cuda:0')","tensor(0.0121, device='cuda:0')"
"tensor(9453.3770, device='cuda:0')","tensor(220976.9219, device='cuda:0')","tensor(0.0008, device='cuda:0')"
"tensor(652.2502, device='cuda:0')","tensor(15186.2588, device='cuda:0')","tensor(0.0118, device='cuda:0')"
"tensor(9727.6445, device='cuda:0')","tensor(214727.3438, device='cuda:0')","tensor(0.0008, device='cuda:0')"
"tensor(707.2787, device='cuda:0')","tensor(17659.3477, device='cuda:0')","tensor(0.0117, device='cuda:0')"
"tensor(9845.2393, device='cuda:0')","tensor(211988.7188, device='cuda:0')","tensor(0.0007, device='cuda:0')"
"tensor(510.8864, device='cuda:0')","tensor(9127.4893, device='cuda:0')","tensor(0.0116, device='cuda:0')"
"tensor(8462.5498, device='cuda:0')","tensor(204535.5469, device='cuda:0')","tensor(0.0047, device='cuda:0')"
"tensor(974.3959, device='cuda:0')","tensor(76965.8125, device='cuda:0')","tensor(0.0270, device='cuda:0')"
"tensor(11282.8174, device='cuda:0')","tensor(697994.5625, device='cuda:0')","tensor(0.0270, device='cuda:0')"
"tensor(22.9308, device='cuda:0')","tensor(2873.2866, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(35848.5820, device='cuda:0')","tensor(6331383., device='cuda:0')","tensor(0.0158, device='cuda:0')"
"tensor(39791.3672, device='cuda:0')","tensor(8580801., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(8298.7324, device='cuda:0')","tensor(3137011.2500, device='cuda:0')","tensor(0.0151, device='cuda:0')"
"tensor(29867.9863, device='cuda:0')","tensor(3843943.5000, device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(4525.9380, device='cuda:0')","tensor(910577.9375, device='cuda:0')","tensor(0.0147, device='cuda:0')"
"tensor(23909.8516, device='cuda:0')","tensor(2513842.7500, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(5176.6626, device='cuda:0')","tensor(1163019., device='cuda:0')","tensor(0.0144, device='cuda:0')"
"tensor(14370.5938, device='cuda:0')","tensor(1036867.5000, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(3070.5007, device='cuda:0')","tensor(397505.5000, device='cuda:0')","tensor(0.0140, device='cuda:0')"
"tensor(9737.4785, device='cuda:0')","tensor(581143.4375, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(2145.5212, device='cuda:0')","tensor(180854.2188, device='cuda:0')","tensor(0.0130, device='cuda:0')"
"tensor(8894.4746, device='cuda:0')","tensor(458160.8750, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1538.9197, device='cuda:0')","tensor(88293.8828, device='cuda:0')","tensor(0.0124, device='cuda:0')"
"tensor(10226.8164, device='cuda:0')","tensor(229739.7812, device='cuda:0')","tensor(0.0007, device='cuda:0')"
"tensor(692.9913, device='cuda:0')","tensor(17330.9531, device='cuda:0')","tensor(0.0120, device='cuda:0')"
"tensor(9580.9365, device='cuda:0')","tensor(221588.8906, device='cuda:0')","tensor(0.0008, device='cuda:0')"
"tensor(657.4657, device='cuda:0')","tensor(15311.3789, device='cuda:0')","tensor(0.0117, device='cuda:0')"
"tensor(9390.4277, device='cuda:0')","tensor(215672.0312, device='cuda:0')","tensor(0.0008, device='cuda:0')"
"tensor(711.2088, device='cuda:0')","tensor(17665.0117, device='cuda:0')","tensor(0.0116, device='cuda:0')"
"tensor(9687.6250, device='cuda:0')","tensor(213608.3281, device='cuda:0')","tensor(0.0008, device='cuda:0')"
"tensor(511.4376, device='cuda:0')","tensor(9068.0146, device='cuda:0')","tensor(0.0115, device='cuda:0')"
"tensor(8708.5117, device='cuda:0')","tensor(206073.8281, device='cuda:0')","tensor(0.0045, device='cuda:0')"
"tensor(987.1621, device='cuda:0')","tensor(78992.0156, device='cuda:0')","tensor(0.0270, device='cuda:0')"
"tensor(11307.1445, device='cuda:0')","tensor(700974.2500, device='cuda:0')","tensor(0.0270, device='cuda:0')"
"tensor(20.6747, device='cuda:0')","tensor(2335.7041, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(36311.4023, device='cuda:0')","tensor(6382113., device='cuda:0')","tensor(0.0155, device='cuda:0')"
"tensor(40224.3086, device='cuda:0')","tensor(8619615., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(8406.8623, device='cuda:0')","tensor(3154309.7500, device='cuda:0')","tensor(0.0148, device='cuda:0')"
"tensor(29207.7637, device='cuda:0')","tensor(3863232.5000, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(4586.5024, device='cuda:0')","tensor(912483.6250, device='cuda:0')","tensor(0.0144, device='cuda:0')"
"tensor(24870.4199, device='cuda:0')","tensor(2529986., device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(5239.4126, device='cuda:0')","tensor(1165195.6250, device='cuda:0')","tensor(0.0141, device='cuda:0')"
"tensor(14428.0527, device='cuda:0')","tensor(1043811.3125, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(3110.2185, device='cuda:0')","tensor(400350.2812, device='cuda:0')","tensor(0.0137, device='cuda:0')"
"tensor(9932.6006, device='cuda:0')","tensor(584404.7500, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(2151.1062, device='cuda:0')","tensor(179607.5781, device='cuda:0')","tensor(0.0129, device='cuda:0')"
"tensor(9035.9814, device='cuda:0')","tensor(460310.4688, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1536.6323, device='cuda:0')","tensor(87127.7031, device='cuda:0')","tensor(0.0122, device='cuda:0')"
"tensor(10284.9004, device='cuda:0')","tensor(229108.4062, device='cuda:0')","tensor(0.0007, device='cuda:0')"
"tensor(693.7070, device='cuda:0')","tensor(17219.7422, device='cuda:0')","tensor(0.0119, device='cuda:0')"
"tensor(9445.0615, device='cuda:0')","tensor(220971.5000, device='cuda:0')","tensor(0.0008, device='cuda:0')"
"tensor(659.3084, device='cuda:0')","tensor(15249.2773, device='cuda:0')","tensor(0.0116, device='cuda:0')"
"tensor(9883.8320, device='cuda:0')","tensor(214819.3906, device='cuda:0')","tensor(0.0007, device='cuda:0')"
"tensor(712.6284, device='cuda:0')","tensor(17628.7539, device='cuda:0')","tensor(0.0115, device='cuda:0')"
"tensor(9793.9189, device='cuda:0')","tensor(212326.9219, device='cuda:0')","tensor(0.0007, device='cuda:0')"
"tensor(511.7496, device='cuda:0')","tensor(9008.4727, device='cuda:0')","tensor(0.0114, device='cuda:0')"
"tensor(8627.4160, device='cuda:0')","tensor(204795.4375, device='cuda:0')","tensor(0.0046, device='cuda:0')"
"tensor(975.9352, device='cuda:0')","tensor(77259.4375, device='cuda:0')","tensor(0.0270, device='cuda:0')"
"tensor(11307.5254, device='cuda:0')","tensor(701511.3125, device='cuda:0')","tensor(0.0270, device='cuda:0')"
"tensor(21.5564, device='cuda:0')","tensor(2539.1689, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(32442.9531, device='cuda:0')","tensor(6443647.5000, device='cuda:0')","tensor(0.0196, device='cuda:0')"
"tensor(35976.6562, device='cuda:0')","tensor(8689044., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(7502.8975, device='cuda:0')","tensor(3178392., device='cuda:0')","tensor(0.0187, device='cuda:0')"
"tensor(27468.2168, device='cuda:0')","tensor(3910220.5000, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(4091.1008, device='cuda:0')","tensor(923306.2500, device='cuda:0')","tensor(0.0183, device='cuda:0')"
"tensor(22056.7402, device='cuda:0')","tensor(2563332.5000, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(4699.8594, device='cuda:0')","tensor(1180869.2500, device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(13447.1875, device='cuda:0')","tensor(1062183.8750, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(2802.5054, device='cuda:0')","tensor(407896.8750, device='cuda:0')","tensor(0.0172, device='cuda:0')"
"tensor(8662.5645, device='cuda:0')","tensor(600844.2500, device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(1991.3528, device='cuda:0')","tensor(185444.2031, device='cuda:0')","tensor(0.0155, device='cuda:0')"
"tensor(7852.5996, device='cuda:0')","tensor(473646.2500, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(1459.7344, device='cuda:0')","tensor(89823.8828, device='cuda:0')","tensor(0.0140, device='cuda:0')"
"tensor(9225.8066, device='cuda:0')","tensor(236918.7500, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(677.0211, device='cuda:0')","tensor(18170.5156, device='cuda:0')","tensor(0.0131, device='cuda:0')"
"tensor(9453.2910, device='cuda:0')","tensor(228760.3125, device='cuda:0')","tensor(0.0008, device='cuda:0')"
"tensor(647.1891, device='cuda:0')","tensor(16032.7500, device='cuda:0')","tensor(0.0127, device='cuda:0')"
"tensor(8170.9365, device='cuda:0')","tensor(222289.9688, device='cuda:0')","tensor(0.0011, device='cuda:0')"
"tensor(713.0117, device='cuda:0')","tensor(18621.2734, device='cuda:0')","tensor(0.0121, device='cuda:0')"
"tensor(8908.6221, device='cuda:0')","tensor(219665.6250, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(518.2913, device='cuda:0')","tensor(9664.5146, device='cuda:0')","tensor(0.0119, device='cuda:0')"
"tensor(8351.3857, device='cuda:0')","tensor(211851.1094, device='cuda:0')","tensor(0.0050, device='cuda:0')"
"tensor(1003.2969, device='cuda:0')","tensor(81696.7344, device='cuda:0')","tensor(0.0270, device='cuda:0')"
"tensor(11413.1914, device='cuda:0')","tensor(715072.2500, device='cuda:0')","tensor(0.0270, device='cuda:0')"
"tensor(23.5523, device='cuda:0')","tensor(3031.1333, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(33381.7891, device='cuda:0')","tensor(6474912.5000, device='cuda:0')","tensor(0.0186, device='cuda:0')"
"tensor(37200.5977, device='cuda:0')","tensor(8729388., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(7720.3613, device='cuda:0')","tensor(3199586.5000, device='cuda:0')","tensor(0.0178, device='cuda:0')"
"tensor(27445.4668, device='cuda:0')","tensor(3924724., device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(4210.8052, device='cuda:0')","tensor(925984.1250, device='cuda:0')","tensor(0.0173, device='cuda:0')"
"tensor(22238.8379, device='cuda:0')","tensor(2578184.7500, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(4847.9492, device='cuda:0')","tensor(1188867.6250, device='cuda:0')","tensor(0.0168, device='cuda:0')"
"tensor(13132.5576, device='cuda:0')","tensor(1065018.6250, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(2879.2141, device='cuda:0')","tensor(407393.9375, device='cuda:0')","tensor(0.0163, device='cuda:0')"
"tensor(8579.2783, device='cuda:0')","tensor(594400.7500, device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(2021.8185, device='cuda:0')","tensor(183885.3125, device='cuda:0')","tensor(0.0149, device='cuda:0')"
"tensor(8282.7129, device='cuda:0')","tensor(473399.4375, device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(1470.7493, device='cuda:0')","tensor(90330.5625, device='cuda:0')","tensor(0.0138, device='cuda:0')"
"tensor(9309.6045, device='cuda:0')","tensor(236240.9531, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(667.5177, device='cuda:0')","tensor(17697.1875, device='cuda:0')","tensor(0.0132, device='cuda:0')"
"tensor(9046.5107, device='cuda:0')","tensor(228097.7969, device='cuda:0')","tensor(0.0009, device='cuda:0')"
"tensor(643.2032, device='cuda:0')","tensor(15985.3848, device='cuda:0')","tensor(0.0128, device='cuda:0')"
"tensor(8707.9736, device='cuda:0')","tensor(221655.3125, device='cuda:0')","tensor(0.0010, device='cuda:0')"
"tensor(696.7631, device='cuda:0')","tensor(18112.5332, device='cuda:0')","tensor(0.0124, device='cuda:0')"
"tensor(9330.5332, device='cuda:0')","tensor(219504.5469, device='cuda:0')","tensor(0.0008, device='cuda:0')"
"tensor(506.8579, device='cuda:0')","tensor(9488.4141, device='cuda:0')","tensor(0.0122, device='cuda:0')"
"tensor(8327.8672, device='cuda:0')","tensor(211562.0469, device='cuda:0')","tensor(0.0051, device='cuda:0')"
"tensor(993.7271, device='cuda:0')","tensor(80271.1406, device='cuda:0')","tensor(0.0271, device='cuda:0')"
"tensor(11410.4873, device='cuda:0')","tensor(715852.5000, device='cuda:0')","tensor(0.0271, device='cuda:0')"
"tensor(21.3366, device='cuda:0')","tensor(2487.6660, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(32394.8945, device='cuda:0')","tensor(6430456., device='cuda:0')","tensor(0.0196, device='cuda:0')"
"tensor(35915.2305, device='cuda:0')","tensor(8722446., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(7547.4736, device='cuda:0')","tensor(3192742., device='cuda:0')","tensor(0.0186, device='cuda:0')"
"tensor(26434.1602, device='cuda:0')","tensor(3917081.2500, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(4129.6343, device='cuda:0')","tensor(927882., device='cuda:0')","tensor(0.0180, device='cuda:0')"
"tensor(22074.5938, device='cuda:0')","tensor(2568802.5000, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(4750.3511, device='cuda:0')","tensor(1188610., device='cuda:0')","tensor(0.0175, device='cuda:0')"
"tensor(12875.9941, device='cuda:0')","tensor(1064926.5000, device='cuda:0')","tensor(0.0021, device='cuda:0')"
